frame.number,frame.time_relative,frame.len,eth.src,eth.dst,ip.src,ip.dst,ipv6.src,ipv6.dst,ip.proto,_ws.col.info
"578","0.227419073","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 371, STREAM(0)"
"579","0.227497420","77","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 216, ACK"
"580","0.227753443","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 365, STREAM(0)"
"581","0.227753559","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 366, STREAM(0)"
"582","0.227862449","77","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 217, ACK"
"583","0.227895952","77","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 218, ACK"
"584","0.227964007","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 367, STREAM(0)"
"585","0.227964133","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 368, STREAM(0)"
"586","0.228002843","78","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 219, ACK"
"587","0.228031039","78","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 220, ACK"
"588","0.228234477","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 369, STREAM(0)"
"589","0.228234603","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 370, STREAM(0)"
"590","0.228234645","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 372, STREAM(0)"
"591","0.228302688","78","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 221, ACK"
"592","0.228357733","76","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 222, ACK"
"593","0.228459892","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 380, STREAM(0)"
"594","0.228460019","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 373, STREAM(0)"
"595","0.228551393","77","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 223, ACK"
"596","0.228600532","77","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 224, ACK"
"597","0.228671714","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 374, STREAM(0)"
"598","0.228733639","77","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 225, ACK"
"599","0.228859766","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 375, STREAM(0)"
"600","0.228859882","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 376, STREAM(0)"
"601","0.228916475","77","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 226, ACK"
"602","0.228961919","77","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 227, ACK"
"603","0.229133257","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 377, STREAM(0)"
"604","0.229133373","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 378, STREAM(0)"
"605","0.229133425","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 379, STREAM(0)"
"606","0.229204029","78","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 228, ACK"
"607","0.229262918","78","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 229, ACK"
"608","0.229334367","76","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 230, ACK"
"609","0.229419172","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 381, STREAM(0)"
"610","0.229419298","1194","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 384, STREAM(0)"
"611","0.229531375","82","00:15:5d:86:8e:83","00:15:5d:86:86:ee","172.18.253.191","82.102.159.13",,,"17","Protected Payload (KP0), DCID=f7ec285ee0d9757b, PKN: 231, ACK, MD"
"612","0.230159602","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 382, STREAM(0)"
"613","0.230159729","1292","00:15:5d:86:86:ee","00:15:5d:86:8e:83","82.102.159.13","172.18.253.191",,,"17","Protected Payload (KP0), PKN: 383, STREAM(0), DATA"
